STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr1:25439406	chr1:25431643	rs11249249	heel bone mineral density	2e-08	0.7412360682683794
chr1:25439406	chr1:25434429	rs11802413	low density lipoprotein cholesterol measurement	2e-18	0.8329261971280757
chr1:25439406	chr1:25437686	rs9438905	low density lipoprotein cholesterol measurement, alcohol drinking	9e-20	0.7979333803029125
chr1:25439406	chr1:25437686	rs9438905	low density lipoprotein cholesterol measurement, alcohol consumption measurement	9e-21	0.7979333803029125
chr1:25439406	chr1:25437686	rs9438905	low density lipoprotein cholesterol measurement	3e-09	0.7979333803029125
chr1:25439406	chr1:25442446	rs10903129	total cholesterol measurement	3e-16	0.8329261971280739
chr1:25439406	chr1:25442446	rs10903129	blood sedimentation	5e-13	0.8329261971280739
chr1:25439406	chr1:25442446	rs10903129	low density lipoprotein cholesterol measurement	4e-09	0.8329261971280739
chr1:25439406	chr1:25449191	rs12027110	low density lipoprotein cholesterol measurement, physical activity	2e-16	0.8075824207033769
chr1:25439406	chr1:25449242	rs12027135	low density lipoprotein cholesterol measurement	2e-14	0.7234520148323912
chr1:25439406	chr1:25449242	rs12027135	total cholesterol measurement	5e-12	0.7234520148323912
chr1:25439406	chr1:25454177	rs34006994	sleep duration, low density lipoprotein cholesterol measurement	1e-12	0.7977315693117645
chr1:25439406	chr1:25471342	rs34293609	total cholesterol measurement	6e-11	0.904370196598437
chr1:25439406	chr1:25474299	rs35431118	body height	2e-09	0.831099298317909
chr1:25850212	chr1:25847265	rs4659386	BMI-adjusted waist circumference	2e-09	0.9966470266223638
chr1:25860899	chr1:25870572	rs807067	BMI-adjusted waist-hip ratio	2e-10	0.8413814078933366
chr1:25860899	chr1:25870572	rs807067	waist-hip ratio	5e-08	0.8413814078933366
chr1:25860899	chr1:25874673	rs213624	waist-hip ratio	3e-11	0.7552312241429947
chr1:25860899	chr1:25882166	rs807069	BMI-adjusted waist-hip ratio	2e-08	0.7307563971629947
chr1:26133297	chr1:26119013	rs12088601	body height	3e-33	0.7448225217062932
chr1:26679936	chr1:26693642	rs35738294	hair colour measurement	2e-08	0.7363392575929324
chr1:26679936	chr1:26765831	rs34397747	apolipoprotein A 1 measurement	2e-28	0.7031752678949563
chr1:26679936	chr1:26807930	rs35538083	xaa‐pro aminopeptidase 2 measurement	4e-08	0.7462239036695751
chr1:26679936	chr1:26811902	rs12748152	low density lipoprotein cholesterol measurement	3e-12	0.7080854284749148
chr1:26679936	chr1:26811902	rs12748152	high density lipoprotein cholesterol measurement	9e-16	0.7080854284749148
chr1:26679936	chr1:26811902	rs12748152	triglyceride measurement	1e-09	0.7080854284749148
chr1:26679936	chr1:26811902	rs12748152	serum alanine aminotransferase measurement, response to combination chemotherapy, acute lymphoblastic leukemia	1e-08	0.7080854284749148
chr1:26714399	chr1:26693642	rs35738294	hair colour measurement	2e-08	0.7023638193402045
chr1:26714399	chr1:26807930	rs35538083	xaa‐pro aminopeptidase 2 measurement	4e-08	0.7172418652860904
chr1:26749169	chr1:26693642	rs35738294	hair colour measurement	2e-08	0.9189021941947328
chr1:26749169	chr1:26765831	rs34397747	apolipoprotein A 1 measurement	2e-28	0.8400952084323895
chr1:26749169	chr1:26807930	rs35538083	xaa‐pro aminopeptidase 2 measurement	4e-08	0.8884599376301648
chr1:26749169	chr1:26811902	rs12748152	low density lipoprotein cholesterol measurement	3e-12	0.843659620524449
chr1:26749169	chr1:26811902	rs12748152	high density lipoprotein cholesterol measurement	9e-16	0.843659620524449
chr1:26749169	chr1:26811902	rs12748152	triglyceride measurement	1e-09	0.843659620524449
chr1:26749169	chr1:26811902	rs12748152	serum alanine aminotransferase measurement, response to combination chemotherapy, acute lymphoblastic leukemia	1e-08	0.843659620524449
chr1:28467380	chr1:28541026	rs10915222	self reported educational attainment	2e-10	0.7584619881113568
chr1:28876978	chr1:28877395	rs157198	mean platelet volume	5e-19	0.8043501386573673
chr1:28877958	chr1:28877395	rs157198	mean platelet volume	5e-19	0.9272072508549933
chr1:28900281	chr1:28877395	rs157198	mean platelet volume	5e-19	0.8607023058960303
chr1:29205173	chr1:29224479	rs2291609	low density lipoprotein cholesterol measurement	2e-08	0.8710821909638653
chr1:32941543	chr1:32926826	rs527504	mosaic loss of chromosome Y measurement	4e-09	0.9430461218114441
chr1:33281070	chr1:33289932	rs12730651	erythrocyte count	3e-10	0.7724237619500268
chr1:34269140	chr1:34266383	rs915416	sleep duration	2e-12	0.9848473418399788
chr1:34269140	chr1:34270451	rs7524118	sleep duration	5e-08	0.95374751188443
chr1:35884093	chr1:35860626	rs72661605	BMI-adjusted waist circumference	2e-08	0.7588496154816006
chr1:36442957	chr1:36415228	rs2994007	neutrophil count	4e-16	0.8896117451090018
chr1:37581668	chr1:37504696	rs138643189	body height	4e-30	0.7047878983973644
chr1:37581668	chr1:37560999	rs11577094	body mass index	3e-10	0.8255986078444962
chr1:37821173	chr1:37792335	rs12030690	mathematical ability	2e-11	0.8120746461625623
chr1:37821173	chr1:37832535	rs9729719	pulse pressure measurement	2e-11	0.8930951039622749
chr1:37962088	chr1:37840684	rs61778082	blood protein measurement	2e-55	0.7562609809779788
chr1:37962088	chr1:37868905	rs61776663	red blood cell distribution width	2e-10	0.7574529519329607
chr1:37979864	chr1:37943401	rs28673728	red blood cell distribution width	6e-09	0.7766540116692765
chr1:37979864	chr1:37943401	rs28673728	body height	2e-12	0.7766540116692765
chr1:37979864	chr1:37950638	rs72661887	systolic blood pressure	4e-12	0.948421944960625
chr1:37979864	chr1:37983491	rs12569027	systolic blood pressure	2e-08	0.9813651466711358
chr1:37979864	chr1:37990219	rs4360494	pulse pressure measurement	4e-16	0.8160773650749102
chr1:37979864	chr1:37990219	rs4360494	heel bone mineral density	4e-29	0.8160773650749102
chr1:37979864	chr1:37990219	rs4360494	colorectal cancer, colorectal adenoma	4e-09	0.8160773650749102
chr1:37979864	chr1:37990219	rs4360494	red blood cell distribution width	2e-10	0.8160773650749102
chr1:37979864	chr1:37995647	rs61776719	coronary artery disease	1e-09	0.7742721235692669
chr1:37979864	chr1:37995647	rs61776719	body height	5e-44	0.7742721235692669
chr1:37979864	chr1:37995647	rs61776719	colorectal cancer	2e-10	0.7742721235692669
chr1:37979864	chr1:37996149	rs67631072	balding measurement	2e-15	0.8404003739916274
chr1:37979864	chr1:37996149	rs67631072	heel bone mineral density	6e-32	0.8404003739916274
chr1:37979864	chr1:37996149	rs67631072	pulse pressure measurement	2e-20	0.8404003739916274
chr1:37979864	chr1:37997832	rs7366048	BMI-adjusted waist circumference	2e-08	0.7171092686692101
chr1:38289149	chr1:38291565	rs2637869	smoking status measurement	9e-13	0.9225483055344568
chr1:39117534	chr1:39096955	rs112566467	body mass index	8e-16	0.7439358154198674
chr1:39117534	chr1:39110310	rs2036465	Headache	4e-08	0.7685628340893131
chr1:39117534	chr1:39188700	rs57214150	PR interval	4e-14	0.7788181321023975
chr1:39305278	chr1:39096955	rs112566467	body mass index	8e-16	0.8261988228710713
chr1:39305278	chr1:39110310	rs2036465	Headache	4e-08	0.8208939852010743
chr1:39305278	chr1:39188700	rs57214150	PR interval	4e-14	0.9465673858994373
chr1:39305278	chr1:39370145	rs2296172	high density lipoprotein cholesterol measurement	2e-19	0.8725282940219579
chr1:39305278	chr1:39370145	rs2296172	type II diabetes mellitus	7e-16	0.8725282940219579
chr1:39305278	chr1:39370145	rs2296172	body mass index	4e-11	0.8725282940219579
chr1:39305278	chr1:39374632	rs61779282	appendicular lean mass	1e-09	0.8304148871955304
chr1:39305278	chr1:39447679	rs2296173	type II diabetes mellitus	8e-14	0.8656052638001019
chr1:39119419	chr1:39188700	rs57214150	PR interval	4e-14	0.7208438697323767
chr1:39402950	chr1:39188700	rs57214150	PR interval	4e-14	0.883978065245253
chr1:39402950	chr1:39370145	rs2296172	high density lipoprotein cholesterol measurement	2e-19	0.9851632132871636
chr1:39402950	chr1:39370145	rs2296172	type II diabetes mellitus	7e-16	0.9851632132871636
chr1:39402950	chr1:39370145	rs2296172	body mass index	4e-11	0.9851632132871636
chr1:39402950	chr1:39374632	rs61779282	appendicular lean mass	1e-09	0.9409042063353006
chr1:39402950	chr1:39447679	rs2296173	type II diabetes mellitus	8e-14	0.9845990155198666
chr1:39482514	chr1:39482511	rs869056032	triglyceride measurement	4e-13	0.9882418346061284
chr1:39482514	chr1:39503387	rs72663503	visceral adipose tissue measurement	2e-12	0.815763081824731
chr1:39482514	chr1:39529402	rs755249	peripheral arterial disease, traffic air pollution measurement	2e-08	0.7432046149299047
chr1:39482514	chr1:39529402	rs755249	red blood cell distribution width	4e-14	0.7432046149299047
chr1:39482514	chr1:39529402	rs755249	forced expiratory volume	2e-13	0.7432046149299047
chr1:39482514	chr1:39529402	rs755249	peak expiratory flow	5e-13	0.7432046149299047
chr1:39482514	chr1:39529402	rs755249	FEV/FEC ratio	1e-17	0.7432046149299047
chr1:39482514	chr1:39537738	rs72663520	triglyceride measurement	3e-10	0.7040731769914378
chr1:39488877	chr1:39482511	rs869056032	triglyceride measurement	4e-13	0.7273882588367814
chr1:39488877	chr1:39503387	rs72663503	visceral adipose tissue measurement	2e-12	0.8171594624629666
chr1:39488877	chr1:39529402	rs755249	peripheral arterial disease, traffic air pollution measurement	2e-08	0.752653789504806
chr1:39488877	chr1:39529402	rs755249	red blood cell distribution width	4e-14	0.752653789504806
chr1:39488877	chr1:39529402	rs755249	forced expiratory volume	2e-13	0.752653789504806
chr1:39488877	chr1:39529402	rs755249	peak expiratory flow	5e-13	0.752653789504806
chr1:39488877	chr1:39529402	rs755249	FEV/FEC ratio	1e-17	0.752653789504806
chr1:39488877	chr1:39537738	rs72663520	triglyceride measurement	3e-10	0.7146737247504146
chr1:39737967	chr1:39744796	rs12086750	blood protein measurement	5e-53	0.8548095141338244
chr1:39737967	chr1:39747206	rs9787249	peptidyl-prolyl cis-trans isomerase E measurement	9e-24	0.8552736259040616
chr1:39737967	chr1:39753393	rs1046988	blood protein measurement	4e-25	0.8025834606348445
chr1:41063563	chr1:40998765	rs12408576	bone density	6e-11	0.8261822061623072
chr1:41063563	chr1:40998765	rs12408576	heel bone mineral density	2e-09	0.8261822061623072
chr1:41192496	chr1:40998765	rs12408576	bone density	6e-11	0.7199046943312363
chr1:41192496	chr1:40998765	rs12408576	heel bone mineral density	2e-09	0.7199046943312363
chr1:41086554	chr1:41028139	rs1140227	intelligence	4e-08	0.9850847257975888
chr1:41086554	chr1:41068685	rs12024115	cognitive function measurement	3e-13	0.9825873923547169
chr1:41086554	chr1:41068685	rs12024115	mathematical ability	5e-17	0.9825873923547169
chr1:41086554	chr1:41068685	rs12024115	self reported educational attainment	4e-10	0.9825873923547169
chr1:41086554	chr1:41279363	rs16828019	intelligence	4e-09	0.96197336993311
chr1:41114662	chr1:41044002	rs2749418	vital capacity	9e-09	0.8096755560085251
chr1:41114662	chr1:41065199	rs6686842	body height	2e-08	0.8131247185017235
chr1:41114662	chr1:41090581	rs6600365	body height	2e-20	0.8003136977726054
chr1:41114662	chr1:41223266	rs11209718	body height	3e-09	0.825278354747463
chr1:41974487	chr1:41942399	rs7515635	systolic blood pressure	5e-12	0.721927704674895
chr1:41974487	chr1:41942488	rs7523668	body mass index	7e-10	0.7534647075024746
chr1:41974487	chr1:41956323	rs583077	visceral adipose tissue measurement	6e-11	0.7111601395116041
chr1:41952423	chr1:41946093	rs12406370	risk-taking behaviour	4e-08	0.815997845261212
chr1:42440668	chr1:42571885	rs72659998	pulse pressure measurement	9e-16	0.7468541624610846
chr1:43295835	chr1:43298413	rs3120047	hemoglobin measurement	1e-10	0.7202470369869007
chr1:43295835	chr1:43298413	rs3120047	brain volume measurement	1e-08	0.7202470369869007
chr1:43295835	chr1:43298494	rs3120124	brain volume measurement	5e-11	0.7211342252118562
chr1:43638931	chr1:43575295	rs10789436	risk-taking behaviour	1e-10	0.721591161608524
chr1:43638931	chr1:43606749	rs539096	intelligence	9e-09	0.784047893055969
chr1:43638931	chr1:43606749	rs539096	risky sexual behaviour measurement	5e-12	0.784047893055969
chr1:43638931	chr1:43616091	rs516921	household income	1e-08	0.841419684090568
chr1:43638931	chr1:43663428	rs656131	household income	3e-09	0.778939151102902
chr1:43638931	chr1:43671586	rs586339	balding measurement	2e-08	0.7670121266103642
chr1:43638931	chr1:43671586	rs586339	self reported educational attainment	2e-31	0.7670121266103642
chr1:43685765	chr1:43763926	rs4660261	intelligence	5e-08	0.8712184010075114
chr1:43685765	chr1:43777612	rs12119149	household income	3e-13	0.8709532568579783
chr1:43801999	chr1:43784630	rs4660749	intelligence	9e-11	0.9620365325855433
chr1:43801999	chr1:43876223	rs2906455	intelligence	8e-10	0.8912026908175588
chr1:43801999	chr1:43903337	rs783301	household income	1e-10	0.884288516484765
chr1:43801999	chr1:43907737	rs2486012	intelligence	1e-13	0.8842885164847669
chr1:43978191	chr1:43975097	rs2286241	blood protein measurement	3e-38	0.8089237913952524
chr1:43978191	chr1:43981741	rs1859728	blood protein measurement	7e-09	0.8100628631833047
chr1:43979337	chr1:43975097	rs2286241	blood protein measurement	3e-38	0.8326775882269231
chr1:43979337	chr1:43981741	rs1859728	blood protein measurement	7e-09	0.8404899494673052
chr1:44751188	chr1:44827846	rs7525308	intraocular pressure measurement	2e-12	0.7425924078296183
chr1:45372576	chr1:45367657	rs549920468	reticulocyte count	1e-11	0.9784399258983139
chr1:45453363	chr1:45367657	rs549920468	reticulocyte count	1e-11	0.8320549304760126
chr1:45664669	chr1:45571722	rs659437	glomerular filtration rate	4e-14	0.8137441725749939
chr1:45664669	chr1:45573405	rs499600	glomerular filtration rate	3e-19	0.7562044299197099
chr1:45664669	chr1:45607817	rs2230657	hemoglobin measurement	6e-24	0.7476042607084191
chr1:45664669	chr1:45620180	rs2275085	body height	8e-25	0.9717127576728726
chr1:45664669	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.8698990799330975
chr1:45664669	chr1:45623553	rs3014240	body height	2e-13	0.9280812322003131
chr1:45664669	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.9268143870270241
chr1:45664669	chr1:45745675	rs61784824	platelet count	2e-10	0.9721475902979603
chr1:45664669	chr1:45745675	rs61784824	age-related hearing impairment	2e-08	0.9721475902979603
chr1:45705806	chr1:45571722	rs659437	glomerular filtration rate	4e-14	0.8057131041726296
chr1:45705806	chr1:45573405	rs499600	glomerular filtration rate	3e-19	0.7463341606005623
chr1:45705806	chr1:45607817	rs2230657	hemoglobin measurement	6e-24	0.7438628084988075
chr1:45705806	chr1:45620180	rs2275085	body height	8e-25	0.9622592216409046
chr1:45705806	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.8588064136616694
chr1:45705806	chr1:45623553	rs3014240	body height	2e-13	0.9164619749188351
chr1:45705806	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.9329583052490604
chr1:45705806	chr1:45745675	rs61784824	platelet count	2e-10	0.9807688229789043
chr1:45705806	chr1:45745675	rs61784824	age-related hearing impairment	2e-08	0.9807688229789043
chr1:45732661	chr1:45571722	rs659437	glomerular filtration rate	4e-14	0.700242160751797
chr1:45732661	chr1:45573405	rs499600	glomerular filtration rate	3e-19	0.8240117318728765
chr1:45732661	chr1:45620180	rs2275085	body height	8e-25	0.8596128707543775
chr1:45732661	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.9538450525824519
chr1:45732661	chr1:45623553	rs3014240	body height	2e-13	0.9101889838290619
chr1:45732661	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.9428063860080576
chr1:45732661	chr1:45745675	rs61784824	platelet count	2e-10	0.8922248130220711
chr1:45732661	chr1:45745675	rs61784824	age-related hearing impairment	2e-08	0.8922248130220711
chr1:45766229	chr1:45571722	rs659437	glomerular filtration rate	4e-14	0.7427924735985325
chr1:45766229	chr1:45620180	rs2275085	body height	8e-25	0.8788382394963576
chr1:45766229	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.7867683314599881
chr1:45766229	chr1:45623553	rs3014240	body height	2e-13	0.8424086786340218
chr1:45766229	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.8707641647796577
chr1:45766229	chr1:45745675	rs61784824	platelet count	2e-10	0.9149225364490529
chr1:45766229	chr1:45745675	rs61784824	age-related hearing impairment	2e-08	0.9149225364490529
chr1:45609500	chr1:45573405	rs499600	glomerular filtration rate	3e-19	0.75722287133824
chr1:45609500	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.8753428383252597
chr1:45609500	chr1:45623553	rs3014240	body height	2e-13	0.7520294055365304
chr1:45609500	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.7279891369113538
chr1:45694142	chr1:45573405	rs499600	glomerular filtration rate	3e-19	0.8105343692415339
chr1:45694142	chr1:45620180	rs2275085	body height	8e-25	0.8032458361357385
chr1:45694142	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.942323665540721
chr1:45694142	chr1:45623553	rs3014240	body height	2e-13	0.8515006330078527
chr1:45694142	chr1:45729703	rs28375469	hemoglobin measurement	2e-20	0.8530455364124936
chr1:45694142	chr1:45745675	rs61784824	platelet count	2e-10	0.8057346239885405
chr1:45694142	chr1:45745675	rs61784824	age-related hearing impairment	2e-08	0.8057346239885405
chr1:45588958	chr1:45620405	rs3014246	apolipoprotein A 1 measurement	5e-08	0.7103054393533527
chr1:46047774	chr1:46029352	rs3795318	leukocyte count	5e-18	0.7302943275963005
chr1:45869912	chr1:46031037	rs925524	smoking status measurement	7e-12	0.8122293487673959
chr1:45869912	chr1:46039382	rs7538978	sodium measurement	5e-12	0.8872403390248759
chr1:45869912	chr1:46039475	rs1707322	physical activity measurement, body mass index	2e-08	0.8312717295211198
chr1:45869912	chr1:46039475	rs1707322	body mass index	2e-14	0.8312717295211198
chr1:46148744	chr1:46164018	rs12029134	white matter microstructure measurement	4e-08	0.7984659527285092
chr1:46816582	chr1:46816155	rs3766197	serum metabolite measurement	4e-12	0.9533943909004527
chr1:46816582	chr1:46866294	rs6678639	blood metabolite measurement	8e-86	0.70248695478167
chr1:46836780	chr1:46816155	rs3766197	serum metabolite measurement	4e-12	0.8171548019127077
chr1:49554136	chr1:49441901	rs147247472	alcohol dependence, heroin dependence, methamphetamine dependence	3e-12	0.7139848204253242
chr1:50740835	chr1:50556195	rs147696085	pulse pressure measurement	2e-11	0.8834536154434497
chr1:50740835	chr1:50755008	rs111352324	lean body mass	7e-15	0.8107165334224671
chr1:50740835	chr1:50790419	rs58432198	type II diabetes mellitus	2e-10	0.8826170177029096
chr1:50740835	chr1:50790419	rs58432198	brain volume measurement	1e-08	0.8826170177029096
chr1:50740835	chr1:50886174	rs72904737	triglyceride measurement	1e-14	0.9279665492646151
chr1:50740835	chr1:50888048	rs144432213	triglyceride measurement	6e-09	0.8078684659637355
chr1:50740835	chr1:50908936	rs60244988	heel bone mineral density	4e-10	0.8093566595021691
chr1:50961015	chr1:50726263	rs11205766	type II diabetes mellitus	7e-15	0.9239394004129963
chr1:50961015	chr1:50755008	rs111352324	lean body mass	7e-15	0.7773036923823486
chr1:50961015	chr1:50888048	rs144432213	triglyceride measurement	6e-09	0.7691666932638634
chr1:50961015	chr1:50901748	rs72904749	body height	6e-60	0.9334139803044927
chr1:50961015	chr1:50908936	rs60244988	heel bone mineral density	4e-10	0.7794443951240235
chr1:55039880	chr1:55039774	rs45448095	PCSK9 protein measurement	4e-12	0.7312943209672165
chr1:60581075	chr1:60593587	rs2989476	self reported educational attainment	9e-09	0.7022958010547503
chr1:60647165	chr1:60620255	rs579728	refractive error measurement	1e-09	0.8344548220625133
chr1:61452255	chr1:61451115	rs12561869	body height	6e-09	0.7944910858195254
chr1:62519007	chr1:62438904	rs9436661	triglyceride measurement	5e-304	0.7332557583490097
chr1:62519007	chr1:62440818	rs638714	metabolic syndrome	1e-13	0.7263880210681367
chr1:62519007	chr1:62451125	rs583609	serum metabolite measurement	3e-10	0.7287824582852103
chr1:62519007	chr1:62458777	rs9988450	triglyceride measurement	1e-49	0.7650425569736241
chr1:62519007	chr1:62458777	rs9988450	low density lipoprotein cholesterol measurement	2e-17	0.7650425569736241
chr1:62519007	chr1:62458777	rs9988450	total cholesterol measurement	6e-43	0.7650425569736241
chr1:62519007	chr1:62460700	rs7547965	blood protein measurement	1e-19	0.7493341923395711
chr1:62519007	chr1:62465961	rs1167998	triglyceride measurement	4e-17	0.740764179874656
chr1:62519007	chr1:62465961	rs1167998	lipid measurement	4e-09	0.740764179874656
chr1:62519007	chr1:62465961	rs1167998	total cholesterol measurement	5e-16	0.740764179874656
chr1:62519007	chr1:62485187	rs10889332	coronary artery calcification	8e-15	0.7782183176539105
chr1:62519007	chr1:62503731	rs1168029	lipid measurement	3e-13	0.745504810185239
chr1:62519007	chr1:62514936	rs10889337	serum metabolite measurement	6e-12	0.7915133414805833
chr1:62519007	chr1:62531167	rs1168013	total cholesterol measurement	1e-15	0.7546008196142339
chr1:62519007	chr1:62531167	rs1168013	triglyceride measurement	7e-18	0.7546008196142339
chr1:62519007	chr1:62545200	rs12074528	apolipoprotein A 1 measurement	1e-95	0.7545641677150376
chr1:62519007	chr1:62560271	rs2131925	low density lipoprotein cholesterol measurement	3e-32	0.7500719101174927
chr1:62519007	chr1:62560271	rs2131925	total cholesterol measurement	4e-80	0.7500719101174927
chr1:62519007	chr1:62560271	rs2131925	triglyceride measurement	3e-74	0.7500719101174927
chr1:62519007	chr1:62560271	rs2131925	C-reactive protein measurement	2e-12	0.7500719101174927
chr1:62519007	chr1:62582374	rs2934744	vitamin D measurement	4e-26	0.7484354288470094
chr1:62519007	chr1:62583922	rs1748195	triglyceride measurement	1e-50	0.7499226009001883
chr1:62519007	chr1:62583922	rs1748195	low density lipoprotein cholesterol measurement	8e-18	0.7499226009001883
chr1:62519007	chr1:62583922	rs1748195	total cholesterol measurement	3e-43	0.7499226009001883
chr1:62519007	chr1:62583922	rs1748195	serum metabolite measurement	5e-14	0.7499226009001883
chr1:62519007	chr1:62625187	rs6587980	triglyceride measurement	1e-50	0.7931268956854939
chr1:62519007	chr1:62625187	rs6587980	low density lipoprotein cholesterol measurement	5e-18	0.7931268956854939
chr1:62519007	chr1:62625187	rs6587980	total cholesterol measurement	7e-44	0.7931268956854939
chr1:62519007	chr1:62667797	rs1168132	sleep duration, low density lipoprotein cholesterol measurement	2e-25	0.7448484634291925
chr1:62519007	chr1:62670175	rs1168128	blood protein measurement	8e-16	0.7443050505770935
chr1:62519007	chr1:62670407	rs1168127	low density lipoprotein cholesterol measurement	2e-70	0.707792086113201
chr1:65630697	chr1:65622146	rs6658330	blood protein measurement	1e-300	0.7511664939629374
chr1:66643728	chr1:66605673	rs20354	pulse pressure measurement	5e-14	0.9018141751217141
chr1:66975991	chr1:66907875	rs3008892	body height	6e-26	0.7429174472512391
chr1:66975991	chr1:66952344	rs3008870	lymphocyte percentage of leukocytes	3e-13	0.9141811694486971
chr1:66975991	chr1:67006009	rs2755256	blood urea nitrogen measurement	3e-16	0.8679030310127561
chr1:67331839	chr1:67324915	rs17129789	biliary liver cirrhosis	9e-20	0.7661738137154251
chr1:67331839	chr1:67327488	rs10489626	hypothyroidism	1e-08	0.7679894730573068
chr1:67331839	chr1:67327488	rs10489626	Thyroid preparation use measurement	8e-10	0.7679894730573068
chr1:67331839	chr1:67332762	rs72678531	primary biliary cirrhosis	2e-38	0.8517358596424651
chr1:72096648	chr1:72096795	rs2016698	intelligence	2e-11	0.8314019800824997
chr1:72096648	chr1:72117096	rs77944304	intelligence	3e-10	0.7138444105183975
chr1:72096648	chr1:72146932	rs11587895	intelligence	3e-12	0.7975332967854478
chr1:72610433	chr1:72729877	rs12141660	depressive symptom measurement	7e-09	0.8211864926628996
chr1:73035918	chr1:72980562	rs4233093	risk-taking behaviour	5e-09	0.759244129332239
chr1:73035918	chr1:72981021	rs12724536	depressive symptom measurement	5e-12	0.7575255032342292
chr1:73035918	chr1:73050889	rs11210111	unipolar depression	5e-08	0.7147624239473949
chr1:73043398	chr1:72980562	rs4233093	risk-taking behaviour	5e-09	0.7253933775831759
chr1:73043398	chr1:72981021	rs12724536	depressive symptom measurement	5e-12	0.7340418302708513
chr1:73043398	chr1:73050889	rs11210111	unipolar depression	5e-08	0.7802568762529877
chr1:73657618	chr1:73512889	rs74091672	self reported educational attainment	4e-13	0.7925166952699413
chr1:75129904	chr1:75150877	rs12726443	self reported educational attainment	2e-09	0.8078245661314688
chr1:77233174	chr1:77233386	rs113240734	chronotype measurement	2e-16	0.9912510919794654
chr1:77233174	chr1:77234511	rs11162296	circadian rhythm	2e-21	0.9902200838911467
chr1:77233174	chr1:77234511	rs11162296	chronotype measurement	1e-34	0.9902200838911467
chr1:77233174	chr1:77239680	rs12040629	chronotype measurement	5e-45	0.9866195438597494
chr1:77233174	chr1:77260556	rs10493596	circadian rhythm	8e-12	0.7580125203120825
chr1:80347016	chr1:80330304	rs6667297	unipolar depression, bipolar disorder	6e-11	0.8182798754722226
chr1:80347016	chr1:80333644	rs2389016	unipolar depression	1e-08	0.8239132598044464
chr1:83765441	chr1:83784252	rs10430064	smoking status measurement	1e-08	0.8156880751423096
chr1:84021714	chr1:83945555	rs532246	health study participation	7e-09	0.7210548222797176
chr1:85324273	chr1:85315181	rs35079454	lobe attachment	3e-10	0.8303242604080848
chr1:85324273	chr1:85328063	rs2268667	asymmetrical dimethylarginine measurement	4e-31	0.7350540660981951
chr1:85324273	chr1:85329136	rs18582	NG-monomethyl-arginine measurement	2e-11	0.8253308007585781
chr1:85324273	chr1:85380315	rs1884139	serum dimethylarginine measurement	1e-18	0.766330921106342
chr1:85324273	chr1:85397700	rs3949301	chronic kidney disease, urinary metabolite measurement	2e-32	0.726786244380319
chr1:85324273	chr1:85411415	rs1554597	chronic kidney disease, urinary metabolite measurement	6e-16	0.7427731559412899
chr1:85576967	chr1:85574424	rs12034319	pulse pressure measurement	1e-09	0.882668243769402
chr1:87248126	chr1:87273264	rs11804386	insomnia measurement	8e-09	0.8864440505177259
chr1:87748247	chr1:87751253	rs305437	cortical surface area measurement	2e-10	0.9120752206424553
chr1:87748247	chr1:87756746	rs305426	brain volume measurement	2e-10	0.8999701286270331
chr1:87748247	chr1:87760130	rs305418	brain volume measurement	4e-08	0.8784145700294251
chr1:88320044	chr1:88325277	rs127384	risk-taking behaviour	2e-10	0.8503662139848327
chr1:88848612	chr1:88657760	rs6699417	body height	5e-09	0.7016586270334845
chr1:88848612	chr1:88673358	rs7551732	body height	6e-20	0.73084351917797
chr1:88848612	chr1:88678370	rs10922478	body height	2e-60	0.7981885596665718
chr1:88848612	chr1:88678370	rs10922478	BMI-adjusted waist circumference	1e-18	0.7981885596665718
chr1:88848612	chr1:88680551	rs12145922	serum gamma-glutamyl transferase measurement	4e-11	0.7471953596860138
chr1:88848612	chr1:88715162	rs167365	heel bone mineral density	1e-23	0.7137987227142648
chr1:88848612	chr1:88789356	rs6671230	heel bone mineral density	1e-22	0.7139438548657236
chr1:88848612	chr1:88830082	rs786914	cup-to-disc ratio measurement	6e-09	0.7069119740393258
chr1:88848612	chr1:88830082	rs786914	erythrocyte count	5e-16	0.7069119740393258
chr1:89562151	chr1:89486998	rs1563786	mathematical ability	8e-09	0.7196928145238085
chr1:90682425	chr1:90679624	rs56174996	self reported educational attainment	3e-12	0.9534983479977028
chr1:90733574	chr1:90730542	rs7517629	mathematical ability	4e-15	0.7456445370817562
chr1:91748723	chr1:91756532	rs12133753	multiple sclerosis	2e-16	0.8298135145619822
chr1:92604187	chr1:92571555	rs12743520	allergy, asthma	7e-09	0.768197566451669
chr1:92604187	chr1:92607671	rs11808092	multiple sclerosis, Epstein Barr virus nuclear antigen 1 IgG measurement	2e-08	0.7731354765218718
